,sentence
139,"Bos output: ['Die Exekutive Bundesebene Bundesregierung gebildet, Bundeskanzler Regierungschef Bundesministern besteht', ' Alle Bundesministerien Dienstsitz Berlin Bundesstadt Bonn; ersten Dienstsitz Bonn', ' Auf Länderebene leiten Ministerpräsidenten, Stadtstaaten Hamburg Bremen Präsidenten Senats, Berlin Regierende Bürgermeister Exekutive', ' Auch Länder parlamentarische Demokratien deren Regierungschefs Landtage, Bürgerschaften bzw', ' Abgeordnetenhaus Berlin gewählt', ' Die Verwaltungen Bundes Länder jeweils Fachminister geleitet'] ### Input: Die Exekutive wird auf Bundesebene durch die Bundesregierung gebildet, die aus dem Bundeskanzler als Regierungschef und den Bundesministern besteht. Alle Bundesministerien haben einen Dienstsitz in Berlin und einen in der Bundesstadt Bonn; einige haben ihren ersten Dienstsitz in Bonn. Auf Länderebene leiten die Ministerpräsidenten, in den Stadtstaaten Hamburg und Bremen die Präsidenten des Senats, in Berlin der Regierende Bürgermeister die Exekutive. Auch die Länder sind parlamentarische Demokratien und deren Regierungschefs durch die Landtage, Bürgerschaften bzw. das Abgeordnetenhaus von Berlin gewählt. Die Verwaltungen des Bundes und der Länder werden jeweils durch die Fachminister geleitet. EOS"
140,Bos output: ['Der Weltbank erstellte Logistics Performance Index 2018 weist Deutschland Land weltweit besten Infrastruktur aus'] ### Input: Der von der Weltbank erstellte Logistics Performance Index 2018 weist Deutschland als das Land mit der weltweit besten Infrastruktur aus. EOS
141,"Bos output: ['Die Dynastie Ottonen Ausformung Ostfrankenreichs wesentlich, gilt nicht mehr Beginn eigentlichen „deutschen“ Reichsgeschichte', ' Der verbundene Prozess zog vielmehr mindestens 11', ' Jahrhundert hin', ' Der Begriff regnum Teutonicorum findet erstmals Beginn 11', ' Jahrhunderts Quellen, nie Titel Reiches , diente Päpsten Relativierung Herrschaftsanspruchs römisch-deutschen Könige'] ### Input: Die Dynastie der Ottonen war für die Ausformung des Ostfrankenreichs wesentlich, sie gilt aber nicht mehr als Beginn der eigentlichen „deutschen“ Reichsgeschichte. Der damit verbundene Prozess zog sich vielmehr mindestens bis ins 11. Jahrhundert hin. Der Begriff regnum Teutonicorum findet sich erstmals zu Beginn des 11. Jahrhunderts in den Quellen, er war aber nie Titel des Reiches , sondern diente den Päpsten zur Relativierung des Herrschaftsanspruchs der römisch-deutschen Könige. EOS"
142,"Bos output: ['Bis frühen 1990er Jahre Hörfunk dominierende elektronische Medium', ' Mit knapp 200 Millionen Zuhörern erreicht jedoch inzwischen halb viele Menschen Fernsehen', ' Auch Monopolstellung staatlichen All India Radio, 24 Sprachen sendet ganzen Land empfangen kann, steigende Zahl privater UKW-Sender längst gebrochen', ' In großen Städten private Hörfunksender Staatsradio bereits überholt'] ### Input: Bis in die frühen 1990er Jahre war der Hörfunk das dominierende elektronische Medium. Mit knapp 200 Millionen Zuhörern erreicht er jedoch inzwischen nur noch halb so viele Menschen wie das Fernsehen. Auch die Monopolstellung des staatlichen All India Radio, das in 24 Sprachen sendet und im ganzen Land empfangen werden kann, ist durch die steigende Zahl privater UKW-Sender längst gebrochen. In den großen Städten haben private Hörfunksender das Staatsradio bereits überholt. EOS"
143,"Bos output: ['Die deutsche Kultur sich, Deutschland lange nicht Nationalstaat existierte, Jahrhunderte gemeinsame Sprache definiert; Reichsgründung 1871 hinaus Deutschland häufig Kulturnation verstanden worden', ' Durch Verbreitung Massenmedien 20', ' Jahrhundert Populärkultur deutschen Gesellschaft hohen Stellenwert erhalten', ' Die Verbreitung Internets 21', ' Jahrhundert Differenzierung Kulturlandschaft geführt mannigfaltigen Nischenkulturen Ausprägungen verändert'] ### Input: Die deutsche Kultur hat sich, da Deutschland lange nicht als Nationalstaat existierte, über Jahrhunderte vor allem über die gemeinsame Sprache definiert; auch über die Reichsgründung 1871 hinaus ist Deutschland häufig als Kulturnation verstanden worden. Durch die Verbreitung von Massenmedien im 20. Jahrhundert hat die Populärkultur in der deutschen Gesellschaft einen hohen Stellenwert erhalten. Die Verbreitung des Internets im 21. Jahrhundert hat zu einer Differenzierung der Kulturlandschaft geführt und die mannigfaltigen Nischenkulturen in ihren Ausprägungen verändert. EOS"
144,"Bos output: ['In Feuerwehr Deutschland Jahr 2019 rund 1', '348', '000 aktive Mitglieder, davon 1', '003', '000 freiwillige Feuerwehrleute, rund 35', '000 Berufsfeuerwehrleute, 35', '000 Werkfeuerwehrleute rund 275', '000 Jugendliche Kinder organisiert', ' Sie 22', '100 Freiwilligen Feuerwehren, 110 Berufsfeuerwehren, 760 Werkfeuerwehren sowie 22', '900 Jugendfeuerwehren tätig', ' Die deutschen Feuerwehren wurden selben Jahr 4', '519', '000 Einsätzen alarmiert', ' Hierbei nahezu 225', '000 Brände löschen, fast 650', '000 Mal technische Hilfe leisten, rettungsdienstlichen Notfallrettung rund 2', '664', '000 sowie 981', '000 weiteren Einsätzen tätig werden', ' Darüber hinaus gehören zusätzlich mehrere Millionen fördernde Mitglieder örtlichen Feuerwehrvereinen an', ' Die Feuerwehren Kreisfeuerwehrverbände, ggf', ' Bezirksfeuerwehrverbände Landesfeuerwehrverbände Deutschen Feuerwehrverband zusammengeschlossen, Weltfeuerwehrverband CTIF vertritt'] ### Input: In der Feuerwehr in Deutschland waren im Jahr 2019 rund 1.348.000 aktive Mitglieder, davon über 1.003.000 freiwillige Feuerwehrleute, rund 35.000 Berufsfeuerwehrleute, 35.000 Werkfeuerwehrleute und rund 275.000 Jugendliche und Kinder organisiert. Sie sind in über 22.100 Freiwilligen Feuerwehren, 110 Berufsfeuerwehren, 760 Werkfeuerwehren sowie 22.900 Jugendfeuerwehren tätig. Die deutschen Feuerwehren wurden im selben Jahr zu über 4.519.000 Einsätzen alarmiert. Hierbei waren nahezu 225.000 Brände zu löschen, war fast 650.000 Mal technische Hilfe zu leisten, in der rettungsdienstlichen Notfallrettung rund 2.664.000 sowie bei 981.000 weiteren Einsätzen tätig zu werden. Darüber hinaus gehören zusätzlich mehrere Millionen fördernde Mitglieder den örtlichen Feuerwehrvereinen an. Die Feuerwehren sind über Kreisfeuerwehrverbände, ggf. Bezirksfeuerwehrverbände und Landesfeuerwehrverbände zum Deutschen Feuerwehrverband zusammengeschlossen, der sie im Weltfeuerwehrverband CTIF vertritt. EOS"
145,"Bos output: ['Das Gesundheitswesen überwiegend staatlich, obwohl viele private Krankenhäuser gibt', ' Obwohl Gesundheitsbetreuung Land bereits erheblich verbessert wurde, insbesondere Erste-Hilfe-Stationen Dörfern, besteht großes Stadt-Land-Gefälle', ' In vielen Dörfern gibt medizinischen Einrichtungen', ' Verschlimmert Lage schlechte hygienische Bedingungen, fehlender Zugang sauberem Trinkwasser Sanitäranlagen, sowie Unterernährung', ' Ähnliche Bedingungen herrschen städtischen Elendsvierteln', ' Seuchen Malaria, Filariose, Tuberkulose Cholera Regionen immer großes Problem', ' Trotz Schwierigkeiten Hemmnisse stieg Lebenserwartung Geburt 53,3 Jahren 1980 67,6 Jahre 2015', ' Früher Indien wenigen Länder Erde, denen Männer höhere Lebenserwartung aufwiesen Frauen', ' In letzten Jahren umgekehrt', ' Die Kindersterblichkeit Indien lag 2018 3,7 % '] ### Input: Das Gesundheitswesen ist überwiegend staatlich, obwohl es auch viele private Krankenhäuser gibt. Obwohl die Gesundheitsbetreuung auf dem Land bereits erheblich verbessert wurde, insbesondere durch Erste-Hilfe-Stationen in Dörfern, besteht noch ein großes Stadt-Land-Gefälle. In vielen Dörfern gibt es keine medizinischen Einrichtungen. Verschlimmert wird die Lage durch schlechte hygienische Bedingungen, wie fehlender Zugang zu sauberem Trinkwasser und Sanitäranlagen, sowie Unterernährung. Ähnliche Bedingungen herrschen in städtischen Elendsvierteln. Seuchen wie Malaria, Filariose, Tuberkulose und Cholera sind in manchen Regionen noch immer ein großes Problem. Trotz aller Schwierigkeiten und Hemmnisse stieg die Lebenserwartung bei Geburt von 53,3 Jahren 1980 auf 67,6 Jahre 2015. Früher war Indien eines der wenigen Länder der Erde, in denen Männer eine höhere Lebenserwartung aufwiesen als Frauen. In den letzten Jahren hat sich dies umgekehrt. Die Kindersterblichkeit in Indien lag 2018 bei 3,7 % . EOS"
146,"Bos output: ['Die zweite Amtszeit Schröders ab 2002 Agenda 2010 verbunden Arbeitsmarktreformen Hartz-Konzepts geprägt', ' Sozialleistungen Arbeitslose wurden reduziert individuelle Fördermaßnahmen gekoppelt, Betroffenen ungerecht empfunden wurde', ' Dies führte deutschlandweiten Protesten indirekt vorgezogenen Bundestagswahl 2005, worauf Angela Merkel Bundeskanzlerin wurde', ' Ihre Große Koalition Zusammenbruch Banken Weltfinanzkrise folgenden Großen Rezession konfrontiert', ' Nach deren Überwindung erlebte Deutschland andauernden Wirtschaftsboom nachhaltigen Rückgang Arbeitslosigkeit', ' Eurokrise Flüchtlingskrise Europa ab 2015 stellen seitdem wichtigsten Herausforderungen Politik dar, deren Bewältigung Wirtschaftsboom wesentlich erleichtert', ' Beide Ereignisse führten jedoch erheblichen gesellschaftlichen Zerwürfnissen Erstarken EU-skeptischer islamfeindlicher Bewegungen ', ' Mit Legalisierung gleichgeschlechtlicher Ehen, standesamtlichen Einführung dritten Geschlechts Einstellung Einberufung Wehrdienst Bundeswehr strebte Deutschland weitergehender Liberalisierung Gesellschaft'] ### Input: Die zweite Amtszeit Schröders ab 2002 war von der Agenda 2010 und damit verbunden den Arbeitsmarktreformen des Hartz-Konzepts geprägt. Sozialleistungen für Arbeitslose wurden reduziert und an individuelle Fördermaßnahmen gekoppelt, was von Betroffenen als ungerecht empfunden wurde. Dies führte zu deutschlandweiten Protesten und indirekt zu einer vorgezogenen Bundestagswahl 2005, worauf Angela Merkel Bundeskanzlerin wurde. Ihre Große Koalition war mit dem Zusammenbruch von Banken während der Weltfinanzkrise und der folgenden Großen Rezession konfrontiert. Nach deren Überwindung erlebte Deutschland einen andauernden Wirtschaftsboom und einen nachhaltigen Rückgang der Arbeitslosigkeit. Eurokrise und Flüchtlingskrise in Europa ab 2015 stellen seitdem die wichtigsten Herausforderungen der Politik dar, deren Bewältigung der Wirtschaftsboom wesentlich erleichtert. Beide Ereignisse führten jedoch auch zu erheblichen gesellschaftlichen Zerwürfnissen und zu einem Erstarken EU-skeptischer und islamfeindlicher Bewegungen . Mit der Legalisierung gleichgeschlechtlicher Ehen, der standesamtlichen Einführung eines dritten Geschlechts und der Einstellung der Einberufung zum Wehrdienst in der Bundeswehr strebte Deutschland nach weitergehender Liberalisierung seiner Gesellschaft. EOS"
147,"Bos output: ['Im Durchschnitt OECD-Mitgliedsländer wachsen Gesundheitsausgaben stärker Wirtschaftskraft', ' Die Pro-Kopf-Ausgaben stiegen 1990 2005 80 %, Bruttoinlandsprodukte pro Kopf 37 % wuchsen', ' Lagen Gesundheitsausgaben 1970 durchschnittlich 5 % BIP, Anteil 1990 7 % angewachsen stieg Jahr 2005 9 %', ' In Deutschland lagen Gesundheitsausgaben Jahr 2016 359,00 Milliarden Euro, entsprach 11,3 % BIP'] ### Input: Im Durchschnitt der OECD-Mitgliedsländer wachsen die Gesundheitsausgaben stärker als die Wirtschaftskraft. Die Pro-Kopf-Ausgaben stiegen von 1990 bis 2005 um über 80 %, während die Bruttoinlandsprodukte pro Kopf nur um 37 % wuchsen. Lagen die Gesundheitsausgaben 1970 durchschnittlich noch bei 5 % des BIP, war der Anteil 1990 auf 7 % angewachsen und stieg bis zum Jahr 2005 weiter auf 9 %. In Deutschland lagen die Gesundheitsausgaben im Jahr 2016 bei 359,00 Milliarden Euro, dies entsprach 11,3 % des BIP. EOS"
148,"Bos output: ['Das Schulsystem liegt laut Art', ' 7 GG Verantwortungsbereich Staates', ' Aufgrund Kulturhoheit Länder Durchführung, Aufsicht Gestaltung Schulwesens zuständig, Schulgesetze Schulordnungen sowie Lehrpläne Curricula Länder geschieht', ' Für gymnasiale Oberstufe zusätzliche Gesetze existieren', ' Vor Bereich Berufsbildung Bundesgesetze Regelungen geregelt, etwa Berufsbildungsgesetz Ausbildungsrahmenpläne', ' Im Bereich Hochschulen existieren Hochschulrahmengesetz, zahlreiche Landesgesetze hochschulinterne Regelungen', ' Der Bereich Weiterbildung wenig reglementiert'] ### Input: Das Schulsystem liegt laut Art. 7 GG im Verantwortungsbereich des Staates. Aufgrund der Kulturhoheit der Länder sind diese auch für die Durchführung, Aufsicht und Gestaltung des Schulwesens zuständig, was über die Schulgesetze und Schulordnungen sowie Lehrpläne und Curricula der Länder geschieht. Für die gymnasiale Oberstufe können zusätzliche Gesetze existieren. Vor allem der Bereich der Berufsbildung wird auch durch Bundesgesetze und Regelungen geregelt, etwa das Berufsbildungsgesetz und Ausbildungsrahmenpläne. Im Bereich der Hochschulen existieren das Hochschulrahmengesetz, zahlreiche Landesgesetze und hochschulinterne Regelungen. Der Bereich der Weiterbildung ist wenig reglementiert. EOS"
149,"Bos output: ['Die genaue Ausgestaltung verschiedenen Uniformen regelten einzelnen Länder Landespolizeien sowie Bund Bundespolizei selbst, sodass Uniformen ähneln, bundesweit einheitliche Polizeiuniform existiert', ' Im Wesentlichen deutschen Polizei sieben verschiedene Uniformmodelle Einsatz'] ### Input: Die genaue Ausgestaltung der verschiedenen Uniformen regelten die einzelnen Länder für ihre Landespolizeien sowie der Bund für die Bundespolizei selbst, sodass sich die Uniformen zwar ähneln, aber keine bundesweit einheitliche Polizeiuniform existiert. Im Wesentlichen sind bei der deutschen Polizei sieben verschiedene Uniformmodelle im Einsatz. EOS"
150,"Bos output: ['Die mittlere Jahresdurchschnittstemperatur, bezogen Normalperiode 1961–1990, beträgt bundesweiten Gebietsmittel 8,2 °C, mittleren Monatsdurchschnittstemperaturen liegen −0,5 °C Januar 16,9 °C Juli', ' Der mittlere jährliche Niederschlag beträgt 789 Millimeter', ' Die mittlere monatliche Niederschlagshöhe liegt 49 Millimeter Februar 85 Millimeter Juni'] ### Input: Die mittlere Jahresdurchschnittstemperatur, bezogen auf die Normalperiode 1961–1990, beträgt im bundesweiten Gebietsmittel 8,2 °C, die mittleren Monatsdurchschnittstemperaturen liegen zwischen −0,5 °C im Januar und 16,9 °C im Juli. Der mittlere jährliche Niederschlag beträgt 789 Millimeter. Die mittlere monatliche Niederschlagshöhe liegt zwischen 49 Millimeter im Februar und 85 Millimeter im Juni. EOS"
151,Bos output: ['Flagge Weimarer Republik Weimarer Republik |'] ### Input: Flagge der Weimarer Republik Weimarer Republik | EOS
152,"Bos output: ['Um Transfer großer Datenmengen erleichtern, stellt AWS Service Snowball mietbare Festplattenspeicher Verfügung, große Datenmengen kopiert per Paketdienst zurückgeschickt werden', ' Der Transfer großer Datenmengen Cloud erfolgt somit deutlich schneller'] ### Input: Um den Transfer großer Datenmengen zu erleichtern, stellt AWS mit dem Service Snowball mietbare Festplattenspeicher zur Verfügung, auf die große Datenmengen kopiert werden können und per Paketdienst zurückgeschickt werden. Der Transfer sehr großer Datenmengen in die Cloud erfolgt somit deutlich schneller. EOS"
153,"Bos output: ['Deutschland international bedeutender Technologie- Wissenschaftsstandort', ' Seit industriellen Revolution deutschsprachige Forscher Gründung empirischer Wissenschaften maßgeblich beteiligt', ' Insbesondere wirtschaftliche Leistungsfähigkeit verschiedenster Industrien Wissenstransfer Praxis wurde kreative Arbeit Ingenieuren vorangetrieben', ' Rund 8 Prozent weltweit gemäß PCT angemeldeten Patente Jahr 2016 kamen Deutschland; rangierte Deutschland Platz 4 USA, Japan China'] ### Input: Deutschland ist ein international bedeutender Technologie- und Wissenschaftsstandort. Seit der industriellen Revolution waren deutschsprachige Forscher bei der Gründung empirischer Wissenschaften maßgeblich beteiligt. Insbesondere die wirtschaftliche Leistungsfähigkeit verschiedenster Industrien und der Wissenstransfer in die Praxis wurde durch die kreative Arbeit von Ingenieuren vorangetrieben. Rund 8 Prozent aller weltweit gemäß PCT angemeldeten Patente im Jahr 2016 kamen aus Deutschland; damit rangierte Deutschland auf Platz 4 hinter den USA, Japan und China. EOS"
154,"Bos output: ['Nach weit verbreiteten Legende bestand ursprüngliche Ziel Projektes Hintergrund Kalten Krieges Schaffung verteilten Kommunikationssystems, Falle Atomkriegs störungsfreie Kommunikation ermöglichen', ' Tatsächlich wurden hauptsächlich zivile Projekte gefördert, obwohl ersten Knoten DARPA finanziert wurden'] ### Input: Nach einer weit verbreiteten Legende bestand das ursprüngliche Ziel des Projektes vor dem Hintergrund des Kalten Krieges in der Schaffung eines verteilten Kommunikationssystems, um im Falle eines Atomkriegs eine störungsfreie Kommunikation zu ermöglichen. Tatsächlich wurden hauptsächlich zivile Projekte gefördert, obwohl die ersten Knoten von der DARPA finanziert wurden. EOS"
